companyShortName,positionName,education,workYear,coooooooompanyFullName,positionAdvantage,salary,city,linestaion,companySize,financeStage
云势软件,web前端工程师,本科,3-5年,,"企业软件,外企环境,五险一金,简单自主",15k-25k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼,50-150人,A轮
知网,Web前端高级研发工程师,本科,3-5年,,项目奖金、五险一金、公司宿舍、班车,10k-20k,北京,8号线_永泰庄;8号线_西小口,2000人以上,上市公司
12链,高级web前端开发工程师,大专,3-5年,,"年终奖,分红,欧洲游,期权",15k-20k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京,15-50人,天使轮
iCourt,web前端工程师,本科,3-5年,,"五星级正餐,饮料零食,健身房,丰厚薪酬",20k-30k,北京,1号线_四惠;1号线_四惠东;八通线_四惠东,50-150人,未融资
美团点评,高级Web前端工程师-无人车,本科,3-5年,,技术大牛,20k-35k,北京,15号线_望京东,2000人以上,D轮及以上
火舞游戏,高级Web前端工程师,大专,3-5年,,"领导nic,环境优美,年底双薪,各种补助",15k-25k,北京,1号线_四惠东;八通线_四惠东;八通线_高碑店,15-50人,不需要融资
学霸君,高级Web前端工程师,本科,3-5年,,福利待遇好 发展空间大,25k-50k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京,150-500人,C轮
小米,web前端工程师,本科,5-10年,,"大平台,大牛团队,班车,饭补",20k-35k,北京,13号线_上地,2000人以上,D轮及以上
人人行(借贷宝),Web前端,本科,不限,,下载量最大，最具潜力互联网金融产品,15k-30k,北京,1号线_复兴门;2号线_复兴门;2号线_阜成门;2号线_车公庄;4号线大兴线_灵境胡同;4号线大兴线_西四;6号线_车公庄,2000人以上,C轮
春雨移动健康,web前端,本科,不限,,五险一金，绩效奖金，带薪年假，弹性工作~,15k-30k,北京,15号线_六道口;15号线_清华东路西口,150-500人,C轮
尚德机构,高级前端web开发工程师,不限,3-5年,,"五险一金,带薪年假,快速晋升",20k-40k,北京,,2000人以上,B轮
Udesk－企业级智能客服平台,高级web前端工程师,本科,5-10年,,"技术牛,快速发展,扁平管理,晋升空间大",20k-40k,北京,2号线_车公庄;2号线_西直门;4号线大兴线_平安里;4号线大兴线_新街口;4号线大兴线_西直门;6号线_平安里;6号线_车公庄;6号线_车公庄西,150-500人,B轮
作业帮,web前端研发工程师,本科,3-5年,,"行业领导者,技术氛围好",15k-30k,北京,13号线_西二旗;昌平线_西二旗,500-2000人,C轮
拉勾网,前端工程师,本科,3-5年,,足够的技术挑战和广阔的成长空间,15k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,500-2000人,D轮及以上
BlingABC,Web 前端开发工程师,本科,3-5年,,"前景好,新东方,弹性时间,发展快",15k-25k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄,15-50人,不需要融资
凤凰网,web前端,本科,不限,,薪资高 福利好 不拘于工作年限 有料你就来,15k-25k,北京,15号线_望京东,2000人以上,上市公司
百度外卖,高级Web前端研发工程师,本科,3-5年,,发展空间大 晋升机会多 薪资丰厚期权计划足,25k-40k,北京,13号线_上地,2000人以上,不需要融资
惠普,web前端,本科,3-5年,,五险一金,11k-13k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,上市公司
北森云计算,高级web前端开发工程师,本科,5-10年,,14薪起 弹性工作制 八险一金,13k-25k,北京,13号线_上地,500-2000人,上市公司
美团点评,急急急-核心团队-web前端开发,本科,1-3年,,"重点业务,发展空间大,核心团队",15k-30k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京,2000人以上,D轮及以上
好未来,AI Lab-Web前端工程师-WebGL,本科,3-5年,,"纽交所上市,在线教育,核心产研,AI项目",18k-36k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,2000人以上,上市公司
赢时胜软件,Web前端开发工程师,本科,3-5年,,"带薪年假,内部培训,员工旅游,加班补助",10k-20k,北京,,500-2000人,上市公司
海外网,WEB前端开发工程师,本科,3-5年,,"五险一金,商业保险,带薪年假,防暑降温费",8k-12k,北京,1号线_国贸;1号线_大望路;6号线_金台路;6号线_呼家楼;10号线_呼家楼;10号线_金台夕照;10号线_国贸;14号线东段_金台路;14号线东段_大望路,150-500人,不需要融资
新智超脑,web前端开发工程师,本科,3-5年,,"牛人云集,福利好,不打卡,五险一金",15k-25k,北京,15号线_望京东,500-2000人,不需要融资
红上金融,WEB前端开发工程师,本科,3-5年,,"领导好,上升空间大,年底双薪",10k-20k,北京,1号线_天安门东;1号线_王府井;1号线_东单;2号线_北京站;2号线_崇文门;5号线_崇文门;5号线_东单;5号线_灯市口,2000人以上,不需要融资
mobike摩拜单车,web前端开发工程师,本科,3-5年,,"引领行业,期权激励,快速成长,技术大牛",15k-30k,北京,10号线_亮马桥;10号线_农业展览馆;14号线东段_枣营,150-500人,D轮及以上
福佑卡车,web前端开发工程师,本科,3-5年,,"七险一金,股票期权,年底双薪,节日福利等",18k-25k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,150-500人,C轮
START,Web前端开发leader,本科,不限,,"六险一金,年底双薪",20k-40k,北京,1号线_东单;1号线_建国门;1号线_永安里;2号线_建国门;2号线_北京站;2号线_崇文门;5号线_崇文门;5号线_东单;7号线_广渠门内,500-2000人,C轮
百度,Web前端研发工程师,本科,1-3年,,"周技术分享,百度问答,10点上班,周末双休",20K-35K,北京,16号线_西北旺;16号线_马连洼,2000人以上,不需要融资
百度外卖,Web前端高级研发工程师,本科,3-5年,,发展空间大 晋升机会多 薪资丰厚期权计划足,25k-45k,北京,13号线_上地,2000人以上,不需要融资
蚂蚁金服集团,Web前端开发工程师-智能云平台-P7-阿里云,本科,3-5年,,"顶尖的团队,阿里云AI,技术前言,大牛云集",25k-50k,北京,15号线_望京东,2000人以上,B轮
京东集团,网站前端开发,本科,1-3年,,"京东云,最多5个字,最多5个字,最多5个字",15k-30k,北京,8号线_奥林匹克公园;8号线_森林公园南门;15号线_奥林匹克公园,2000人以上,上市公司
翼鸥教育,web前端开发工程师（诚邀3年以上前端经验）,本科,3-5年,,福利好,10k-20k,北京,10号线_知春里;10号线_知春路;13号线_知春路,50-150人,B轮
尚德机构,web前端工程师,本科,3-5年,,所有技术岗位都是大牛,20K-40K,北京,14号线东段_来广营;14号线东段_东湖渠,2000人以上,D轮及以上
美团点评,钱包业务-web前端开发工程师,本科,3-5年,,"核心部门,平台大,待遇优,发展空间大",15k-30k,北京,15号线_望京东,2000人以上,D轮及以上
瓜子二手车直卖网,高级/资深web前端工程师,本科,5-10年,,期权、双休。不打卡,25k-42k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,B轮
飞驰镁物,H5/web前端开发工程师,不限,3-5年,,五险一金 年底双薪 弹性工作制,15k-25k,北京,7号线_化工;7号线_百子湾,50-150人,A轮
Gridsum 国双,web前端开发工程师,本科,3-5年,,六险一金、弹性工作、奖金丰厚、技术牛人多,15k-30k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路,500-2000人,上市公司
时趣social-touch,高级WEB前端开发工程师,不限,3-5年,,试用期全薪 弹性工作 带薪休假 免费咖啡,15k-25k,北京,1号线_四惠;7号线_百子湾;7号线_大郊亭,500-2000人,D轮及以上
考满分,高级Web前端工程师-北京-00183,本科,3-5年,,免费三餐、各路大牛、逗比团队、零食饮料,18k-28k,北京,5号线_惠新西街北口;15号线_关庄,150-500人,不需要融资
基理科技,高级Web前端开发工程师（北京望京）,本科,3-5年,,"扁平化管理,发展机会多,优秀导师,公司上升期",12k-18k,北京,14号线东段_东湖渠;14号线东段_望京;14号线东段_阜通;15号线_望京东;15号线_望京,50-150人,A轮
对啊网,高级WEB前端工程师,大专,5-10年,,"年终多薪,六险一金,大牛带队,晋升空间大",15k-20k,北京,亦庄线_经海路,500-2000人,C轮
房乾科技,高级web前端工程师,本科,5-10年,,"福利好,待遇好,领导好,环境好",15k-20k,北京,,50-150人,A轮
东方国信,WEB 前端工程师,本科,5-10年,,大数据 数据可视化 近地铁,15k-30k,北京,14号线东段_来广营;14号线东段_东湖渠,2000人以上,上市公司
PPTV聚力,WEB前端高级开发工程师（龙珠）,大专,3-5年,,五险一金 补贴 与网红近距离接触,15k-25k,北京,16号线_永丰;16号线_永丰南,500-2000人,D轮及以上
DataHunter,高级web前端开发,本科,5-10年,,"13薪,不打卡,项目奖金,丰富团建",18k-36k,北京,10号线_知春里;10号线_知春路;13号线_知春路;13号线_五道口,15-50人,天使轮
汽车之家,web前端开发,本科,3-5年,,"上市公司,五险一金,福利好",20k-30k,北京,,2000人以上,上市公司
一起作业网,web前端开发工程师（中学业务）,本科,1-3年,,主力产品,15k-30k,北京,14号线东段_望京;15号线_望京东;15号线_望京,500-2000人,D轮及以上
最右,高级web前端开发工程师,本科,3-5年,,"五险一金,年底双薪,餐补,房补",25k-40k,北京,10号线_西土城;10号线_牡丹园;10号线_健德门,50-150人,B轮
房乾科技,高级web前端开发,本科,5-10年,,"福利好,环境好,领导优秀,氛围轻松",15k-20k,北京,13号线_西二旗;昌平线_西二旗,50-150人,A轮
中网数据,web前端开发工程师,本科,3-5年,,"六险一金,弹性工作制,十三薪,工作氛围好",10k-20k,北京,16号线_永丰;16号线_永丰南,50-150人,B轮
VIPKID,web前端技术专家,本科,5-10年,,"无限零食,扁平管理,六险一金,活动多",30k-55k,北京,2号线_鼓楼大街;2号线_安定门;6号线_南锣鼓巷;6号线_北海北;8号线_什刹海;8号线_鼓楼大街;8号线_安德里北街,2000人以上,D轮及以上
美味生活,高级web前端开发工程师,本科,3-5年,,"五险一金,双休",15k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,500-2000人,A轮
用友政务,Web前端开发工程师,本科,3-5年,,"五险一金,绩效奖金,免费班车,免费体检",10k-20k,北京,16号线_永丰;16号线_永丰南,500-2000人,上市公司
用友,WEB前端开发工程师,本科,3-5年,,"餐补,班车,奖金,弹性工作",10k-20k,北京,16号线_永丰;16号线_永丰南,2000人以上,上市公司
美团点评,高级Web前端工程师/专家,大专,3-5年,,"自动驾驶,机器人,前沿挑战,复杂场景",25k-50k,北京,,2000人以上,D轮及以上
原始会投资,"web前端工程师，angular,react",本科,不限,,"福利待遇好,提升空间大,金融热门,高速发展",15k-30k,北京,10号线_三元桥;10号线_亮马桥;机场线_三元桥,50-150人,不需要融资
最右,web前端主管,本科,3-5年,,"成长空间大,大牛云集,高薪高股,不打卡",30k-50k,北京,10号线_西土城;10号线_牡丹园;10号线_健德门,50-150人,B轮
对啊网,WEB前端高级工程师,大专,5-10年,,"年终多薪,六险一金,晋升空间大,大牛带队",15k-20k,北京,亦庄线_经海路,500-2000人,C轮
瓜子二手车直卖网,WEB前端高级工程师,本科,3-5年,,一线互联网公司薪资+全年最高19薪+不打卡,20k-40k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,B轮
小狗机器人,Web前端工程师,本科,1年以下,,"弹性工作,资金充足",15k-30k,北京,1号线_建国门;1号线_永安里;2号线_朝阳门;2号线_建国门;6号线_东大桥;6号线_朝阳门,15-50人,不需要融资
今日头条,web前端高级工程师,本科,1-3年,,六险一金，免费三餐，租房补贴,20k-40k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路,500-2000人,C轮
阿里巴巴—高德,web前端高级研发工程师,不限,3-5年,,职级open：6-8 薪资根据职级定 阿里标准,20k-40k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京,2000人以上,上市公司
长亭科技,web前端开发工程师,本科,不限,,工作餐、年底多薪、无限零食饮料、年度旅游,13k-26k,北京,15号线_六道口;15号线_清华东路西口,50-150人,A轮
今日头条,web前端高级工程师-数据平台方向,本科,1-3年,,六险一金，免费三餐，租房补贴,25k-50k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路,500-2000人,C轮
北京八维研修学院,web前端开发,大专,3-5年,,五险一金，校级考核,15K-20K,北京,13号线_西二旗;昌平线_西二旗,2000人以上,未融资
音王集团,Web前端,本科,3-5年,,"外资五百强,按摩座椅,下午茶歇,不加班",30k-50k,北京,10号线_车道沟;10号线_长春桥;10号线_火器营,500-2000人,天使轮
哈奇智能,Web前端工程师,本科,3-5年,,"五险一金,年节礼金,弹性工作,工会福利",10k-20k,北京,1号线_国贸;7号线_九龙山;7号线_广渠门外;10号线_国贸;10号线_双井;10号线_劲松;14号线东段_九龙山,50-150人,不需要融资
精彩互联,Web前端开发工程师,本科,3-5年,,周末双休,8k-10k,北京,八通线_高碑店,15-50人,天使轮
易顺百顺,web前端开发工程师,本科,1-3年,,"高成长,17薪+,团队和谐,福利好",15k-25k,北京,13号线_望京西;14号线东段_望京;14号线东段_阜通;15号线_望京;15号线_望京西,150-500人,不需要融资
推想科技,web前端,本科,1-3年,,"弹性不打卡,福利多多,团队大牛,14薪",18k-36k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,50-150人,B轮
360,web前端开发工程师,本科,3-5年,,免费三餐，下午茶，年底双薪，带薪年假,20k-35k,北京,14号线东段_望京南;14号线东段_将台,2000人以上,上市公司
百度外卖,web前端开发工程师,本科,3-5年,,"前端,全职， 内推！",14k-25k,北京,13号线_上地,2000人以上,不需要融资
SmartX,Web 前端工程师,本科,3-5年,,"高速发展,持续期权,弹性工作",15k-30k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路,50-150人,B轮
搜狗,搜狗网址导航-高级web前端开发工程师,本科,3-5年,,技术氛围浓厚、前沿技术水平,25k-35k,北京,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口,2000人以上,C轮
美图公司,Web前端开发经理,不限,5-10年,,上市公司 创新电商 流量支持,25k-35k,北京,,500-2000人,上市公司
屏芯科技,WEB前端开发工程师,本科,3-5年,,新框架新技术、团队氛围好,15k-30k,北京,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口,150-500人,B轮
好未来,培优总部-web前端高级开发工程师,本科,3-5年,,上市公司、五险一金、发展空间大,15k-30k,北京,4号线大兴线_魏公村;4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里,2000人以上,上市公司
环球漫游,web前端工程师,大专,3-5年,,免费午餐 五险一金 晋升空间,10k-15k,北京,14号线东段_来广营;14号线东段_东湖渠;14号线东段_望京;15号线_望京东;15号线_望京,500-2000人,不需要融资
今日头条,Web前端开发（高级）工程师,本科,1-3年,,六险一金，弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，过亿用户，晋升空间，团队氛围好,20k-40k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路,500-2000人,C轮
新智超脑,web前端,本科,3-5年,,"文化氛围好,福利待遇好,弹性工作",15k-25k,北京,15号线_望京东,500-2000人,不需要融资
网易,web 前端开发工程师- 网易财经APP,本科,3-5年,,"技术赞,带薪休假,管饭,平台好",10k-20k,北京,,2000人以上,上市公司
懒投资,Web前端开发工程师,本科,1-3年,,"七险一金,旅游基金,弹性办公,年终分红",15k-30k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼,150-500人,A轮
汇桔网,高级web前端开发工程师（北京）,本科,3-5年,,朝阳行业；待遇从优；五险一金；股票期权,15k-25k,北京,4号线大兴线_国家图书馆;4号线大兴线_魏公村;9号线_国家图书馆,2000人以上,B轮
光宇游戏,web前端开发工程师,大专,3-5年,,"绩效奖金,年度旅游,五险一金,节日礼物,",8k-15k,北京,,2000人以上,上市公司
明略数据,web前端工程师,大专,3-5年,,"技术牛,发展快,福利好",15k-20k,北京,,150-500人,C轮
爱奇艺,web前端开发,本科,3-5年,,老板美好 团队友好 技术控天堂,15k-25k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,2000人以上,D轮及以上
尚德机构,web前端工程师,本科,3-5年,,15薪 即将上市 发展空间大,20k-35k,北京,14号线东段_来广营;14号线东段_东湖渠,2000人以上,B轮
现在支付,资深网站前端工程师,本科,3-5年,,五险一金+补充医疗、带薪年假、年度旅游,20k-40k,北京,2号线_车公庄;2号线_西直门;4号线大兴线_西直门;4号线大兴线_动物园;4号线大兴线_国家图书馆;6号线_车公庄;6号线_车公庄西;6号线_白石桥南;9号线_白石桥南;9号线_国家图书馆,150-500人,上市公司
盈泰财富云,高级 Web 前端研发工程师,不限,3-5年,,"奖金丰厚,周末双休,团队成熟,专业共赢",20k-28k,北京,2号线_安定门;2号线_雍和宫;5号线_北新桥;5号线_雍和宫;5号线_和平里北街;13号线_柳芳,500-2000人,A轮
国美控股集团,web前端工程师,本科,3-5年,,平台大 发展好,15k-25k,北京,10号线_三元桥;10号线_亮马桥;机场线_三元桥,2000人以上,不需要融资
mobike摩拜单车,web前端/GIS开发工程师,本科,3-5年,,免费午晚餐,15k-30k,北京,10号线_亮马桥;10号线_农业展览馆;14号线东段_枣营,150-500人,D轮及以上
贝壳金控,web前端开发经理,本科,5-10年,,"双休,六险一金,车补餐补,工作居住证",35k-45k,北京,2号线_东四十条;2号线_朝阳门;6号线_东大桥;6号线_朝阳门,500-2000人,未融资
掌众金服,Web前端,大专,1-3年,,"技术氛围好,地铁周边,七险一金,团建多",15k-25k,北京,10号线_知春路;10号线_西土城;13号线_大钟寺;13号线_知春路,500-2000人,B轮
贝壳金控,web前端,本科,不限,,"双休,六险一金,车补餐补,工作居住证",15k-25k,北京,2号线_东四十条;2号线_朝阳门;6号线_东大桥;6号线_朝阳门,500-2000人,未融资
粉笔网,高级 Web 前端开发工程师,硕士,1-3年,,高薪,30k-60k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼,150-500人,不需要融资
迈外迪,高级Web前端工程师,不限,3-5年,,"项目有意思,公司有前景,领导好",15k-25k,北京,7号线_南楼梓庄;7号线_化工;7号线_百子湾,150-500人,D轮及以上
Nova科技,高级web前端工程师,本科,3-5年,,"年终奖丰厚,活动多样",20k-25k,北京,,500-2000人,未融资
妙计旅行,Web前端开发工程师,本科,不限,,提供三餐，办公环境好，全员配mac,10k-20k,北京,2号线_安定门;2号线_雍和宫;5号线_北新桥;5号线_雍和宫;5号线_和平里北街,150-500人,B轮
闪银奇异,Web 前端高级工程师/架构师,本科,3-5年,,"六险一金,补充医疗,福利年假,14薪起",20k-35k,北京,,500-2000人,C轮
科维睿创,Web前端开发工程师,大专,3-5年,,"老板好,福利全,发展大",15k-30k,北京,7号线_化工;7号线_百子湾;7号线_大郊亭,15-50人,未融资
世纪高通,web前端开发工程师,本科,1-3年,,"丰厚的奖金,全面的福利,优秀的团队,扁平化管理",6k-10k,北京,16号线_永丰;16号线_永丰南,150-500人,上市公司
云鸟科技,web 前端开发工程师,本科,1-3年,,web,15k-29k,北京,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京,500-2000人,D轮及以上
百度,硬件生态渠道部-Web前端研发工程师,本科,3-5年,,"新部门,发展快速,智能硬件,WEB前端",15k-30k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,不需要融资
9-A-M,大前端开发 工程师（web\Wx\AliPay）,本科,5-10年,,"前沿产品,MIT带队,成长空间大,待遇优厚",8k-15k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,15-50人,A轮
陌陌,web前端开发工程师（移动端）,本科,1-3年,,"完善的福利,竞争力薪酬,上升空间大,创意的产品",15k-30k,北京,,500-2000人,上市公司
智慧星光,高级web前端开发--数据可视化,本科,不限,,"行业火,提升快",15k-20k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,500-2000人,不需要融资
中软系统工程,WEB前端开发工程师,本科,3-5年,,"国企,五险一金,带薪年假",10k-15k,北京,,150-500人,不需要融资
慧聪网,WEB前端开发工程师,本科,3-5年,,互联网,15k-25k,北京,,2000人以上,上市公司
58到家,Web前端开发工程师（核心）,本科,3-5年,,核心团队，巨大发展空间，前景广阔,13k-25k,北京,5号线_北苑路北;5号线_立水桥南,2000人以上,A轮
艺龙旅行网,web前端开发工程师-国内酒店（框架组）,本科,3-5年,,核心业务线 移动用户产品 技术氛围好,18k-26k,北京,14号线东段_望京南;14号线东段_将台,2000人以上,上市公司
百信银行,web前端高级开发,本科,3-5年,,"创新高效,快乐融洽,团结务实,学习共享",25k-40k,北京,2号线_东直门;2号线_东四十条;2号线_朝阳门;5号线_张自忠路;6号线_朝阳门;13号线_东直门;机场线_东直门,150-500人,不需要融资
思源科技,Web前端研发工程师,本科,5-10年,,"公司氛围好,职位晋升快,发展空间大,扁平化管理",15k-30k,北京,13号线_望京西;14号线东段_望京;14号线东段_阜通;15号线_望京;15号线_望京西,2000人以上,不需要融资
搜狐视频,Web前端开发工程师,本科,3-5年,,上升空间大,15k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路,500-2000人,上市公司
腾讯,新闻Web前端开发高级工程师,本科,3-5年,,鹅厂大平台，福利待遇优,15k-30k,北京,10号线_知春里;10号线_知春路;10号线_西土城;13号线_大钟寺;13号线_知春路,2000人以上,上市公司
IT桔子,web前端,本科,3-5年,,弹性工作 薪酬佳 福利多,15k-25k,北京,,15-50人,B轮
京东商城,前端web开发工程师,本科,3-5年,,"优秀院队,大平台,餐补,班车",15k-30k,北京,亦庄线_万源街;亦庄线_荣京东街,2000人以上,上市公司
棣南新宇,WEB前端高级开发工程师,本科,5-10年,,"创造,实实在在,价值",15k-20k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,50-150人,不需要融资
尚德机构,高级web前端工程师,本科,3-5年,,弹性工作 准上市公司 最前沿技术,25k-35k,北京,14号线东段_来广营;14号线东段_东湖渠,2000人以上,B轮
思享时代（北京）科技有限公司,web前端工程师-UI方向,本科,1-3年,,"六险一金,国内外旅行,水果下午茶,8天带薪假",10k-15k,北京,5号线_和平里北街;5号线_和平西桥;5号线_惠新西街南口;8号线_安华桥;10号线_安贞门;10号线_惠新西街南口,150-500人,不需要融资
我爱出行,WEB前端开发工程师,本科,3-5年,,"五险一金,弹性工作,定期体检,员工旅游",12k-22k,北京,14号线东段_来广营;14号线东段_东湖渠,500-2000人,不需要融资
微语言,web前段开发师,本科,3-5年,,"高薪,期权分配",15k-20k,北京,2号线_东直门;2号线_东四十条;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;13号线_东直门;机场线_东直门,150-500人,A轮
微事博,web前端,本科,5-10年,,"合资企业,项目超前,发展稳固,员工成长快",20k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄,15-50人,A轮
Momenta,Web 前端开发程师,本科,不限,,"扁平管理,弹性工作",15k-25k,北京,13号线_五道口;15号线_清华东路西口,50-150人,B轮
全球说 talkmate,高级web前端工程师,本科,3-5年,,"免费餐饮,五险一金,年终奖金",15k-25k,北京,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼,50-150人,A轮
MICO,web前端开发工程师,本科,3-5年,,"七险一金,季度奖金,年终奖,发展空间",15k-30k,北京,10号线_三元桥;10号线_亮马桥;机场线_三元桥,50-150人,A轮
微事博,Web前端开发,本科,5-10年,,"合资企业,项目超前,发展稳固,员工成长快",20k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄,15-50人,A轮
百度外卖,web前端开发工程师,本科,1-3年,,期权 上市 O2O核心方向 百度技术氛围 热情,20k-40k,北京,13号线_上地,2000人以上,不需要融资
瓜子二手车直卖网,瓜子二手车-资深web前端工程师,本科,5-10年,,期权 双休 不打卡 15薪,25k-40k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,B轮
百度,Web前端高级研发工程师,本科,3-5年,,"绩效,年终奖,平台,餐补",30k-40k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,不需要融资
销售易,资深web前端工程师,本科,3-5年,,平台前景好 硅谷大牛 期权激励 周末双休,20k-35k,北京,6号线_呼家楼;6号线_东大桥;10号线_团结湖;10号线_呼家楼;10号线_金台夕照,150-500人,D轮及以上
天眼查,中级web前端工程师,本科,3-5年,,"五险一金,丰富团建,高新科技,大数据公司",15k-25k,北京,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路,50-150人,A轮
峥嵘时代科技,web前端开发,本科,5-10年,,"职业发展好,老板随和",10k-15k,北京,10号线_太阳宫;10号线_三元桥;机场线_三元桥,15-50人,不需要融资
动动,高级Web前端工程师,本科,3-5年,,"出国旅游,团队优秀,出海业务,弹性工作",20k-40k,北京,6号线_金台路;6号线_呼家楼;6号线_东大桥;10号线_团结湖;10号线_呼家楼;10号线_金台夕照;14号线东段_金台路,15-50人,B轮
联合创展,web前端开发工程师,本科,3-5年,,五险一金，年底双薪等等,20K-35K,北京,13号线_西二旗;昌平线_西二旗,50-150人,未融资
阿博茨科技,web前端负责人,本科,5-10年,,"公司前景好,扁平管理,股票期权,管理团队",25k-50k,北京,,50-150人,A轮
奇虎360金融,WEB前端工程师,本科,1-3年,,360度生活全方位福利、TOP3食堂、都是大咖,20k-30k,北京,14号线东段_望京南;14号线东段_将台,500-2000人,未融资
KuickDeal,web前端开发工程师,本科,3-5年,,"前沿产品,科技前沿,福利多多,技术驱动",15k-25k,北京,10号线_知春路;13号线_大钟寺;13号线_知春路,15-50人,A轮
卅思云,web前端开发工程师,本科,3-5年,,"五险一金,带薪年假,员工福利,通讯补助",15k-20k,北京,,150-500人,上市公司
百度外卖,web前端研发工程师,本科,1-3年,,"期权,上市机会,o2o核心",15k-30k,北京,13号线_上地,2000人以上,不需要融资
微事博,高级WEB前端开发工程师,本科,5-10年,,"合资企业,项目超前,发展稳固,员工成长快",20k-30k,北京,4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄,15-50人,A轮
央广新媒体,web前端工程师,本科,3-5年,,"六险一金,年终奖金,团队年轻,年度体检",8k-15k,北京,,150-500人,不需要融资
百度,web前端高级研发工程师,本科,1-3年,,"五险一金,福利多,待遇好,平台大",15k-25k,北京,13号线_西二旗;昌平线_西二旗,2000人以上,不需要融资
敦煌网,web前端开发工程师,本科,1-3年,,弹性工作,10k-16k,北京,13号线_五道口;15号线_清华东路西口,500-2000人,D轮及以上
